,type,reference,price,district,street,area,plant,lift,parking,description
150,Flat,/en/inmueble/92281196/,"1,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n2 bed.\n150 m²\n1st floor exterior with lift\n\n\nREF: 3214910\nInmo Olaya offers you this high standing Apartment for Sale with all kinds of details']",calle de la Diputació,150 m²,1st,with lift,,"REF: 3214910
Inmo Olaya offers you this high standing Apartment for Sale with all kinds of details, in the L'Antiga Esquerra de l'Eixample neighborhood. The apartment is located on a farm with only 4 neighbors and located a few meters from Plaza Catalunya and Plaza Universidat. Totally central and"
151,Flat,/en/inmueble/101564658/,"1,090,000€","['\n\n\n\n\n\n\nFlat in calle Francesc Pérez Cabrero', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '090', '000€\n\n\n3 bed.\n130 m²\nGround floor exterior with lift\n\n\nFantastic penthouse for sale to reform located next to Turó Park', ' Galvany area']",calle Francesc Pérez Cabrero,130 m²,Ground,with lift,,"Fantastic penthouse for sale to reform located next to Turó Park, Galvany area, with a spectacular 60m2 terrace with wonderful views of the city.
This exclusive house has 130 m2 very well distributed.
The living-dining room has large windows through which a lot of natural light enters since it has"
152,Flat,/en/inmueble/97562161/,"960,000€","['\n\n\n\n\n\n\nFlat in rambla La', ' El Gòtic', ' Barcelona\n\n\n960', '000€\n\n\n3 bed.\n166 m²\n3rd floor exterior with lift\n\n\nLot of 3 brand new refurbished apartments (60', '22', ' 53', '72 and 51', '98 built sqm)', ' which constitute a single registered unit. They are located on the third floor of a completely refurbished building with a new lift', ' situated in Las Ramblas']",rambla La,166 m²,3rd,with lift,,"Lot of 3 brand new refurbished apartments (60,22, 53,72 and 51,98 built sqm), which constitute a single registered unit. They are located on the third floor of a completely refurbished building with a new lift, situated in Las Ramblas, in the historic centre of Barcelona. An ideal investment opportu"
153,Flat,/en/inmueble/92278815/,"1,325,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '325', '000€\n\n\n2 bed.\n150 m²\n1st floor exterior with lift\n\n\nREF: 3214841\nInmo Olaya offers you this high standing Apartment for Sale with all kinds of details']",calle de la Diputació,150 m²,1st,with lift,,"REF: 3214841
Inmo Olaya offers you this high standing Apartment for Sale with all kinds of details, in the L'Antiga Esquerra de l'Eixample neighborhood. The apartment is located on a farm with only 4 neighbors and located a few meters from Plaza Catalunya and Plaza Universidat. Totally central and"
154,Flat,/en/inmueble/100994120/,"563,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', "" El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n563', '000€\n\n\n3 bed.\n91 m²\n3rd floor exterior with lift\n\n\nThis flat is located in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The area has a wide variety of shops and services for day-to-day living', ' public transport', ' large green areas', ' lively streets and squares and an attractive range of leisure activities']",calle de El Escorial,91 m²,3rd,with lift,,"This flat is located in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The area has a wide variety of shops and services for day-to-day living, public transport, large green areas, lively streets and squares and an attractive range of leisure activities, bars and res"
155,Duplex,/en/inmueble/101064886/,"690,000€","['\n\n\n\n\n\n\nDuplex in calle de El Escorial', ' Vila de Gràcia', ' Barcelona\n\n\n690', '000€\n\n\n3 bed.\n145 m²\nGround floor exterior with lift\n\n\nThis property is located in a building in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life', ' public transport', ' large green areas']",calle de El Escorial,145 m²,Ground,with lift,,"This property is located in a building in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life, public transport, large green areas, lively streets and squares and a charming range of leisure"
156,Flat,/en/inmueble/101254353/,"193,000€","['\n\n\n\n\n\n\nFlat in calle de la Foneria', ' La Marina del Port', ' Barcelona\n\n\n193', '000€\n\n\n198', '000 €\n\n3%\n\n\n\n3 bed.\n78 m²\n6th floor exterior with lift\n\n\nFantastic house located on Foneria street with Mare de Deu del Port!\nThe property is located on a high floor', ' very quiet', ' bright and sunny. The apartment consists of 78 m2 built and distributed in a hall', ' 3 large bedrooms', ' a living room']",calle de la Foneria,78 m²,6th,with lift,,"Fantastic house located on Foneria street with Mare de Deu del Port!
The property is located on a high floor, very quiet, bright and sunny. The apartment consists of 78 m2 built and distributed in a hall, 3 large bedrooms, a living room, an independent kitchen with access to a laundry room and a co"
157,Flat,/en/inmueble/100108707/,"325,000€","['\n\n\n\n\n\n\nFlat in calle de Lepanto', ' El Fort Pienc', ' Barcelona\n\n\n325', '000€\n\n\n1 bed.\n63 m²\n2nd floor exterior with lift\n\n\nCosy and fabulous brand new refurbished flat in Eixample.\nThis completely refurbished apartment with top quality finishings is located very close to Plaza Glòries and Sagrada Familia', ' in the Eixample district. The area has a wide variety of shops', ' services', ' bars', ' restaurants']",calle de Lepanto,63 m²,2nd,with lift,,"Cosy and fabulous brand new refurbished flat in Eixample.
This completely refurbished apartment with top quality finishings is located very close to Plaza Glòries and Sagrada Familia, in the Eixample district. The area has a wide variety of shops, services, bars, restaurants, schools and public tra"
158,Duplex,/en/inmueble/101070841/,"285,000€","['\n\n\n\n\n\n\nDuplex in Sant Martí de Provençals', ' Barcelona\n\n\n285', '000€\n\n\n290', '000 €\n\n2%\n\n\n\n2 bed.\n140 m²\nGround floor exterior without lift\n\n\nLoft + Studio Duplex in Sant Martí\nLocated in a 1996 building', ' originally a commercial premiss', ' the property was renovated with a contemporary industrial style and consists of a duplex design Loft and a duplex Studio', ' both with independent entrances and double orientation', ' large windows']",Sant Martí de Provençals,140 m²,Ground,without lift,,"Loft + Studio Duplex in Sant Martí
Located in a 1996 building, originally a commercial premiss, the property was renovated with a contemporary industrial style and consists of a duplex design Loft and a duplex Studio, both with independent entrances and double orientation, large windows, lots of lig"
159,Flat,/en/inmueble/101602583/,"379,000€","['\n\n\n\n\n\n\nFlat in calle de Costa Rica', ' La Sagrera', ' Barcelona\n\n\n379', '000€\n\n\n3 bed.\n115 m²\n4th floor exterior with lift\n\n\n115m² apartment for sale on Costa Rica street']",calle de Costa Rica,115 m²,4th,with lift,,"115m² apartment for sale on Costa Rica street, in La Sagrera.
Fourth real exterior floor in a building with elevator and video intercom.
It has 3 rooms: an exterior double with a suite bathroom and two exterior single rooms.
Bright living-dining room with access to a balcony facing the street.
Ind"
160,Flat,/en/inmueble/100118786/,"500,000€","['\n\n\n\n\n\n\nFlat in calle de Lepanto', ' El Fort Pienc', ' Barcelona\n\n\n500', '000€\n\n\n2 bed.\n95 m²\n2nd floor exterior with lift\n\n\nWonderful and bright brand new refurbished property in Eixample.\nThis brand new refurbished flat is completely exterior and very bright. It is located in a fully refurbished detached building', ' very close to Plaça de les Glòries and Sagrada Família', ' in the Eixample. Therefore']",calle de Lepanto,95 m²,2nd,with lift,,"Wonderful and bright brand new refurbished property in Eixample.
This brand new refurbished flat is completely exterior and very bright. It is located in a fully refurbished detached building, very close to Plaça de les Glòries and Sagrada Família, in the Eixample. Therefore, the area has a wide va"
161,Penthouse,/en/inmueble/100893213/,"660,000€","['\n\n\n\n\n\n\nPenthouse in Sant Antoni', ' Barcelona\n\n\n660', '000€\nGarage optional 15', '000 €\n\n\n675', '000 €\n\n2%\n\n\n\n3 bed.\n129 m²\n exterior with lift\n\n\nBeautiful renovated penthouse full of light in Sant Antoni\nBeautiful penthouse completely renovated in 2018', ' with parquet flooring. It has an equipped kitchen open to spacious living room with lots of natural light']",Sant Antoni,129 m²,,,"Garage optional 15,000 €","Beautiful renovated penthouse full of light in Sant Antoni
Beautiful penthouse completely renovated in 2018, with parquet flooring. It has an equipped kitchen open to spacious living room with lots of natural light, which has a 7sqm balcony overlooking the street. On the left hand side there is a ni"
162,Flat,/en/inmueble/100001237/,"730,000€","['\n\n\n\n\n\n\nFlat in calle de Valencia', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n730', '000€\n\n\n4 bed.\n194 m²\n2nd floor exterior with lift\n\n\nThis sensational fully refurbished flat is located in the heart of the Eixample', ' close to the Hospital Clínic and a few streets from the city centre. The area has a wide range of services', ' schools', ' neighbourhood shops', ' supermarkets and restaurants']",calle de Valencia,194 m²,2nd,with lift,,"This sensational fully refurbished flat is located in the heart of the Eixample, close to the Hospital Clínic and a few streets from the city centre. The area has a wide range of services, schools, neighbourhood shops, supermarkets and restaurants, with the large shopping centres of Plaza Catalunya"
163,Flat,/en/inmueble/101610119/,"400,000€","['\n\n\n\n\n\n\nFlat in calle de Nàpols', ' El Fort Pienc', ' Barcelona\n\n\n400', '000€\n\n\n3 bed.\n130 m²\n5th floor exterior with lift\n\n\nSPACIOUS APARTMENT FOR SALE Very spacious Next to Arc de Triomf (Eixample)\n130 m2 apartment with 3 bedrooms and 2 bathrooms', ' preserved\n(one of the best areas of barcelona)\nTHE LOCATION IS VERY GOOD:\nnear Plaza de Tetuan', ' Parc de la Estació del Nord', ' Parc de la Ciutadella']",calle de Nàpols,130 m²,5th,with lift,,"SPACIOUS APARTMENT FOR SALE Very spacious Next to Arc de Triomf (Eixample)
130 m2 apartment with 3 bedrooms and 2 bathrooms, preserved
(one of the best areas of barcelona)
THE LOCATION IS VERY GOOD:
near Plaza de Tetuan, Parc de la Estació del Nord, Parc de la Ciutadella, Paseo de Lluís Companys"
164,Flat,/en/inmueble/101243323/,"448,250€","['\n\n\n\n\n\n\nFlat in calle de Guillem Tell', ' El Putxet i el Farró', ' Barcelona\n\n\n448', ""250€\n\n\n1 bed.\n47 m²\n3rd floor exterior with lift\n\n\nThis flat has 45 interior sqm and a 4 sqm balcony. It's part of a building with an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated"", ' with a perfect offer of shops and prestigious services: international schools']",calle de Guillem Tell,47 m²,3rd,with lift,,"This flat has 45 interior sqm and a 4 sqm balcony. It's part of a building with an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated, with a perfect offer of shops and prestigious services: international schools, business schools and p"
165,Flat,/en/inmueble/100098957/,"540,000€","['\n\n\n\n\n\n\nFlat in calle de Lepant', ' El Fort Pienc', ' Barcelona\n\n\n540', ""000€\n\n\n2 bed.\n102 m²\n2nd floor exterior with lift\n\n\nMagnificent and sunny totally refurbished apartment in Eixample.\nThis brand new refurbished flat is completely exterior and very bright. It's located in a fully refurbished detached building"", ' very close to Plaça de les Glòries and Sagrada Família', ' in the Eixample. Thus']",calle de Lepant,102 m²,2nd,with lift,,"Magnificent and sunny totally refurbished apartment in Eixample.
This brand new refurbished flat is completely exterior and very bright. It's located in a fully refurbished detached building, very close to Plaça de les Glòries and Sagrada Família, in the Eixample. Thus, the area has a wide variety"
166,Flat,/en/inmueble/101611249/,"210,000€","['\n\n\n\n\n\n\nFlat in avenida Meridiana', ' Sant Andreu', ' Barcelona\n\n\n210', '000€\n\n\n3 bed.\n65 m²\n6th floor exterior with lift\n\n\nLa Casa Agency has the honor of presenting this sunny and warm home in Sant Andreu de Palomar', ' a few steps from Plaza Mosén Clappes.\nThe apartment consists of 65 square meters distributed as follows: 3 bedrooms: (1 exterior double', ' 2 singles)', ' 1 full 4-piece bathroom with shower']",avenida Meridiana,65 m²,6th,with lift,,"La Casa Agency has the honor of presenting this sunny and warm home in Sant Andreu de Palomar, a few steps from Plaza Mosén Clappes.
The apartment consists of 65 square meters distributed as follows: 3 bedrooms: (1 exterior double, 2 singles), 1 full 4-piece bathroom with shower, renovated kitchen"
